시군구,어린이집명,어린이집유형,운영현황,통학차량운영여부
구로구,다솔어린이집,국공립,정상,미운영
구로구,자연어린이집,민간,정상,운영
구로구,꼬마숲예지어린이집,가정,정상,미운영
구로구,서광어린이집,민간,정상,운영
구로구,장미어린이집,민간,정상,미운영
구로구,광진선교어린이집,민간,정상,운영
구로구,영서어린이집,국공립,정상,미운영
구로구,그림나라어린이집,가정,정상,미운영
구로구,충만어린이집,가정,휴지,운영
구로구,혜지어린이집,민간,정상,운영
구로구,대림어린이집,가정,정상,미운영
구로구,사랑뜰어린이집,가정,정상,운영
구로구,아기둥지어린이집,가정,정상,미운영
구로구,큰세상어린이집,가정,정상,미운영
구로구,능곡어린이집,국공립,정상,미운영
구로구,하늘사랑어린이집,가정,정상,미운영
구로구,꾸러기동산어린이집,민간,정상,미운영
구로구,코레일오류동어린이집,직장,정상,미운영
구로구,온수어린이집,국공립,정상,미운영
구로구,희망방과후교실어린이집,법인·단체등,정상,미운영
구로구,해맑은어린이집,가정,정상,미운영
구로구,현일 어린이집,민간,정상,운영
구로구,다솜어린이집,민간,정상,운영
구로구,꿈동산어린이집,가정,정상,미운영
구로구,해님달님어린이집,가정,정상,미운영
구로구,예삐어린이집,가정,정상,미운영
구로구,현대열린어린이집,민간,정상,운영
구로구,꿈이있는 방과후교실어린이집,국공립,정상,미운영
구로구,새싹나라어린이집,가정,정상,미운영
구로구,새연어린이집,민간,정상,운영
구로구,새싹어린이집,가정,정상,미운영
구로구,단비어린이집,가정,정상,미운영
구로구,사랑숲어린이집,가정,정상,미운영
구로구,큰사랑한신어린이집,가정,정상,미운영
구로구,미피친구어린이집,가정,정상,미운영
구로구,지암어린이집,국공립,정상,미운영
구로구,중앙하이츠 어린이집,민간,정상,운영
구로구,궁동어린이집,국공립,정상,미운영
구로구,햇님어린이집,법인·단체등,정상,미운영
구로구,나래어린이집,국공립,정상,미운영
구로구,희망어린이집,법인·단체등,정상,미운영
구로구,샛별어린이집,국공립,정상,미운영
구로구,산들어린이집,국공립,정상,미운영
구로구,밝은어린이집,국공립,정상,미운영
구로구,호산나어린이집,법인·단체등,정상,미운영
구로구,남산어린이집,사회복지법인,정상,미운영
구로구,구로한빛어린이집,민간,정상,운영
구로구,새솔어린이집,민간,정상,운영
구로구,금강어린이집,민간,정상,미운영
구로구,무궁어린이집,민간,정상,운영
구로구,선재방과후교실어린이집,국공립,정상,미운영
구로구,반야어린이집,국공립,정상,미운영
구로구,연꽃어린이집,국공립,정상,미운영
구로구,은비어린이집,민간,정상,운영
구로구,섬기는어린이집,국공립,정상,미운영
구로구,샘소슬 어린이집,민간,정상,운영
구로구,덕성어린이집,사회복지법인,정상,미운영
구로구,만나어린이집,국공립,정상,미운영
구로구,큰다우리발도르프어린이집,민간,정상,미운영
구로구,혜성어린이집,민간,정상,운영
구로구,아이원키즈랜드,민간,정상,미운영
구로구,현경어린이집,민간,정상,미운영
구로구,예크어린이집,민간,정상,미운영
구로구,아나율장애아어린이집,국공립,정상,미운영
구로구,다향어린이집,국공립,정상,미운영
구로구,유앤아이사랑어린이집,가정,정상,미운영
구로구,예뜰어린이집,민간,정상,운영
구로구,하얀어린이집,민간,정상,미운영
구로구,예나어린이집,민간,정상,운영
구로구,예쁜별어린이집,민간,정상,미운영
구로구,YMCA또래어린이집,가정,휴지,미운영
구로구,한진예닮어린이집,가정,정상,미운영
구로구,성은어린이집,국공립,정상,미운영
구로구,바우솔어린이집,민간,정상,운영
구로구,에덴장애아어린이집,법인·단체등,정상,운영
구로구,구민어린이집,국공립,정상,미운영
구로구,이현어린이집,가정,정상,미운영
구로구,로뎀어린이집,가정,정상,미운영
구로구,사무엘선교어린이집,민간,재개,운영
구로구,행복가득어린이집,가정,정상,미운영
구로구,비룡어린이집,민간,정상,미운영
구로구,붕붕어린이집,민간,정상,미운영
구로구,에덴동산어린이집,가정,정상,미운영
구로구,한솔어린이집,사회복지법인,정상,운영
구로구,광진어린이집,민간,정상,운영
구로구,꼬마어린이집,가정,휴지,
구로구,햇살가득어린이집,가정,정상,미운영
구로구,다우리어린이집,민간,정상,미운영
구로구,구로삼성어린이집,민간,정상,미운영
구로구,한울어린이집,가정,정상,미운영
구로구,한마을어린이집,민간,정상,미운영
구로구,사랑몬테소리어린이집,가정,정상,미운영
구로구,원진어린이집,민간,정상,미운영
구로구,늘푸른어린이집,민간,정상,운영
구로구,맑은샘어린이집,민간,정상,운영
구로구,한양키즈어린이집,민간,정상,미운영
구로구,하늘샘어린이집,민간,정상,미운영
구로구,백설공주어린이집,민간,정상,운영
구로구,아침햇살어린이집,가정,정상,미운영
구로구,은진어린이집,가정,정상,미운영
구로구,리틀몬테소리어린이집,가정,정상,미운영
구로구,에벤에셀어린이집,가정,정상,미운영
구로구,우리꿈터어린이집,가정,정상,미운영
구로구,훼미리어린이집,가정,정상,미운영
구로구,무지개나라어린이집,가정,정상,미운영
구로구,선애어린이집,가정,정상,미운영
구로구,새하늘어린이집,가정,정상,미운영
구로구,아이나라어린이집,가정,정상,미운영
구로구,푸른어린이집,가정,정상,미운영
구로구,동화마을어린이집,가정,정상,미운영
구로구,아이조아어린이집,가정,정상,미운영
구로구,요정나라어린이집,가정,정상,미운영
구로구,호암어린이집,가정,휴지,미운영
구로구,온누리어린이집,가정,정상,미운영
구로구,작은나무숲어린이집,가정,정상,미운영
구로구,중앙아이나라어린이집,가정,정상,미운영
구로구,현대어린이집,가정,정상,미운영
구로구,본동어린이집,민간,정상,운영
구로구,미키몬테소리어린이집,민간,정상,운영
구로구,우림어린이집,민간,정상,운영
구로구,성민어린이집,민간,정상,운영
구로구,연두빛어린이집,가정,정상,미운영
구로구,궁더쿵어린이집,협동,정상,미운영
구로구,빛나어린이집,가정,정상,미운영
구로구,행복한어린이집,가정,정상,미운영
구로구,햇살어린이집,민간,정상,운영
구로구,쑥쑥어린이집,민간,휴지,미운영
구로구,예원어린이집,가정,정상,미운영
구로구,멘토어린이집,가정,정상,운영
구로구,스마일어린이집,가정,정상,미운영
구로구,피노키오어린이집,가정,정상,미운영
구로구,피카소어린이집,가정,정상,미운영
구로구,동아어린이집,민간,정상,미운영
구로구,동아리틀어린이집,민간,정상,미운영
구로구,은별어린이집,민간,정상,운영
구로구,한마음놀이방,가정,휴지,
구로구,새동산어린이집,가정,정상,미운영
구로구,신나라어린이집,국공립,정상,미운영
구로구,롯데어린이집,민간,정상,미운영
구로구,푸른솔어린이집,가정,정상,운영
구로구,리틀아이어린이집,가정,정상,미운영
구로구,동화나라어린이집,가정,정상,미운영
구로구,아이삼성어린이집,가정,정상,미운영
구로구,보라매어린이집,민간,휴지,미운영
구로구,혜담어린이집,가정,휴지,미운영
구로구,한진또래어린이집,가정,정상,미운영
구로구,해인어린이집,민간,정상,운영
구로구,개봉사랑나무어린이집,가정,정상,미운영
구로구,꿈나래어린이집,민간,정상,운영
구로구,한신타운어린이집,가정,정상,미운영
구로구,재크어린이집,민간,정상,미운영
구로구,새한빛어린이집,민간,정상,운영
구로구,초록어린이집,가정,정상,미운영
구로구,예쁜튼튼어린이집,민간,정상,운영
구로구,하영어린이집,가정,정상,미운영
구로구,상은어린이집,가정,정상,미운영
구로구,사랑모아어린이집,가정,정상,미운영
구로구,아이꿈어린이집,가정,정상,미운영
구로구,물고기어린이집,가정,정상,미운영
구로구,예꿈어린이집,가정,정상,미운영
구로구,산돌어린이집,가정,정상,미운영
구로구,예능어린이집,민간,정상,운영
구로구,밝은마음어린이집,민간,정상,운영
구로구,행복한홍익어린이집,가정,정상,미운영
구로구,바다어린이집,가정,정상,미운영
구로구,잼나어린이집,가정,정상,미운영
구로구,리틀어린이집,민간,정상,운영
구로구,뽀뽀어린이집,가정,정상,미운영
구로구,열린어린이집,민간,정상,미운영
구로구,엔젤어린이집,가정,정상,미운영
구로구,위브어린이집,민간,정상,미운영
구로구,아기천사어린이집,가정,정상,미운영
구로구,사랑어린이집,민간,휴지,
구로구,백호어린이집,가정,정상,운영
구로구,큰별어린이집,가정,정상,미운영
구로구,아띠어린이집,가정,정상,미운영
구로구,또래친구어린이집,민간,정상,운영
구로구,도담어린이집,민간,정상,운영
구로구,화목어린이집,가정,정상,미운영
구로구,한영어린이집,민간,정상,운영
구로구,사랑나무어린이집,가정,정상,미운영
구로구,선애아이어린이집,가정,정상,미운영
구로구,제이백합어린이집,민간,정상,운영
구로구,대건어린이집,법인·단체등,정상,미운영
구로구,예쁜꼬마어린이집,가정,정상,미운영
구로구,아가랑어린이집,가정,정상,미운영
구로구,낙원브레인키즈어린이집,민간,정상,운영
구로구,예사랑어린이집,가정,정상,미운영
구로구,예빛어린이집,가정,정상,미운영
구로구,아기세상어린이집,가정,정상,미운영
구로구,고려대학교 구로병원 어린이집,직장,정상,미운영
구로구,찬명어린이집,민간,정상,운영
구로구,미소어린이집,가정,정상,미운영
구로구,아기별어린이집,가정,휴지,미운영
구로구,아이천국어린이집,민간,정상,운영
구로구,둥이나라어린이집,가정,정상,미운영
구로구,자이어린이집,가정,정상,미운영
구로구,아이빌어린이집,민간,정상,미운영
구로구,항동발도르프어린이집,가정,정상,미운영
구로구,아람어린이집,가정,정상,미운영
구로구,보석어린이집,민간,정상,운영
구로구,대광어린이집,민간,정상,운영
구로구,꼬꼬마어린이집,가정,정상,미운영
구로구,수수꽃다리어린이집,협동,정상,미운영
구로구,큰사랑어린이집,가정,재개,미운영
구로구,꿈초롱어린이집,가정,정상,미운영
구로구,즐거운 어린이집,가정,정상,미운영
구로구,해오름어린이집,가정,정상,미운영
구로구,좋은나무어린이집,가정,정상,운영
구로구,이삭어린이집,가정,정상,미운영
구로구,딸기어린이집,가정,정상,미운영
구로구,대우맑은샘어린이집,가정,정상,미운영
구로구,푸르지오아이숲어린이집,민간,정상,미운영
구로구,리가아이어린이집,민간,정상,미운영
구로구,예은별어린이집,가정,정상,미운영
구로구,엄마품에어린이집,가정,정상,미운영
구로구,둥지어린이집,가정,휴지,미운영
구로구,참빛어린이집,가정,정상,미운영
구로구,아이누리어린이집,가정,정상,미운영
구로구,햇빛어린이집,가정,정상,미운영
구로구,사랑샘어린이집,가정,정상,미운영
구로구,꿈이크는어린이집,가정,정상,미운영
구로구,현대힐스어린이집,민간,정상,운영
구로구,리틀현대어린이집,가정,정상,미운영
구로구,엄마품어린이집,가정,정상,미운영
구로구,보배사랑어린이집,가정,정상,미운영
구로구,대림숲베이비어린이집,가정,,
구로구,대림숲베이비어린이집,가정,정상,미운영
구로구,꽃뜰어린이집,가정,정상,미운영
구로구,꿈샘어린이집,가정,정상,미운영
구로구,하람어린이집,직장,정상,미운영
구로구,예쁜꿈어린이집,협동,정상,미운영
구로구,늘해랑어린이집,가정,정상,미운영
구로구,호수어린이집,가정,정상,미운영
구로구,우방어린이집,가정,정상,미운영
구로구,해뜨는어린이집,협동,정상,미운영
구로구,해다미어린이집,가정,정상,미운영
구로구,이레몬테소리어린이집,가정,정상,미운영
구로구,예손유앤아이어린이집,가정,정상,미운영
구로구,예꼬어린이집,민간,정상,운영
구로구,아이맘어린이집,가정,정상,미운영
구로구,초코렛어린이집,가정,정상,미운영
구로구,리터러시어린이집,가정,휴지,미운영
구로구,파란하늘어린이집,가정,휴지,미운영
구로구,LG전자구로어린이집,직장,정상,미운영
구로구,해뜨락어린이집,국공립,정상,미운영
구로구,해랑어린이집,국공립,정상,미운영
구로구,해누리어린이집,국공립,정상,미운영
구로구,해돋이어린이집,국공립,정상,미운영
구로구,좋은열매어린이집,협동,정상,미운영
구로구,꽃별아이어린이집,가정,재개,미운영
구로구,꼬마숲어린이집,가정,정상,미운영
구로구,튼튼어린이집,가정,정상,미운영
구로구,해가빛어린이집,가정,정상,미운영
구로구,해나래어린이집,국공립,정상,미운영
구로구,구립해사랑어린이집,국공립,정상,미운영
구로구,아기동산어린이집,가정,재개,미운영
구로구,우성어린이집,가정,정상,미운영
구로구,해솔어린이집,가정,정상,미운영
구로구,백호사랑어린이집,민간,정상,운영
동작구,실로암어린이집,민간,정상,미운영
구로구,우성꼬마별어린이집,가정,정상,미운영
구로구,아이두산어린이집,가정,정상,미운영
구로구,꽃별어린이집,가정,휴지,미운영
구로구,베베몬테소리어린이집,가정,정상,미운영
구로구,꿈샘아이어린이집,가정,정상,미운영
구로구,푸르니어린이집,가정,정상,미운영
구로구,꿈담터어린이집,민간,정상,미운영
구로구,자연뜰어린이집,가정,정상,미운영
구로구,해가람어린이집,가정,정상,미운영
구로구,우리들어린이집,가정,정상,미운영
구로구,디큐브어린이집,민간,정상,미운영
구로구,구로생명숲어린이집,국공립,정상,미운영
구로구,법무부 남부보라미어린이집,직장,정상,미운영
구로구,새롬어린이집,가정,정상,미운영
구로구,새움터어린이집,국공립,정상,미운영
구로구,은가람어린이집,국공립,정상,미운영
구로구,IBK참!좋은어린이집,직장,정상,미운영
구로구,연지어린이집,국공립,정상,미운영
구로구,온새미어린이집,국공립,정상,미운영
구로구,새롬마을어린이집,국공립,정상,미운영
구로구,연초롱어린이집,국공립,정상,미운영
구로구,꿈꾸는어린이집,가정,정상,미운영
구로구,새로미어린이집,가정,정상,미운영
구로구,아이샛별어린이집,가정,휴지,미운영
구로구,주사랑어린이집,가정,정상,미운영
구로구,자람터어린이집,국공립,정상,미운영
구로구,예다움보듬이나눔이어린이집,국공립,정상,미운영
구로구,대우수수꽃다리어린이집,협동,정상,미운영
구로구,숲속어린이집,민간,정상,미운영
구로구,연우어린이집,국공립,정상,미운영
구로구,개봉푸르지오어린이집,국공립,정상,미운영
구로구,은솔어린이집,민간,정상,미운영
구로구,가온어린이집,국공립,정상,미운영
구로구,마노아구로어린이집,직장,정상,미운영
구로구,해뜰어린이집,국공립,정상,미운영
구로구,해담어린이집,국공립,정상,미운영
구로구,푸른숲어린이집,국공립,정상,미운영
구로구,롯데mom편한어린이집,직장,정상,미운영
구로구,해피벨어린이집,국공립,정상,미운영
구로구,예랑어린이집,국공립,정상,미운영
구로구,푸르뫼어린이집,국공립,정상,미운영
구로구,한사랑어린이집,국공립,정상,미운영
구로구,초롱어린이집,국공립,정상,미운영
구로구,행복한아이어린이집,국공립,정상,미운영
구로구,사랑가득어린이집,국공립,정상,미운영
구로구,구로구청 사랑채움 어린이집,직장,정상,미운영
구로구,경남큰사랑어린이집,국공립,정상,
구로구,키즈극동어린이집,국공립,정상,미운영
구로구,꿈사랑어린이집,국공립,정상,
구로구,오류동행복주택어린이집,국공립,정상,
구로구,하늘어린이집,국공립,정상,미운영
구로구,파란나라어린이집,국공립,정상,미운영
구로구,두산어린이집,국공립,정상,
구로구,사랑별어린이집,국공립,정상,
구로구,이화우성어린이집,국공립,정상,미운영
구로구,사과나무어린이집,국공립,정상,미운영
구로구,블루밍서연어린이집,국공립,정상,
금천구,구립기쁨어린이집,국공립,정상,운영
금천구,한아름어린이집,민간,정상,운영
금천구,구립벽산꿈어린이집,국공립,정상,미운영
금천구,믿음어린이집,민간,정상,운영
금천구,일광어린이집,법인·단체등,정상,미운영
금천구,꼬꼬마해맑은어린이집,가정,정상,운영
금천구,푸른몬테소리어린이집,민간,정상,운영
금천구,양문어린이집,법인·단체등,정상,미운영
금천구,큰사랑어린이집,가정,정상,미운영
금천구,천사마을어린이집,민간,정상,운영
금천구,삼동탑어린이집,민간,정상,운영
금천구,해솔예술어린이집,민간,정상,운영
금천구,또래마을어린이집,민간,정상,운영
금천구,또래끼리어린이집,민간,정상,운영
금천구,키즈랜드어린이집,가정,정상,미운영
금천구,구립옥계어린이집,국공립,정상,미운영
금천구,가산중앙어린이집,법인·단체등,정상,운영
금천구,새동산어린이집,법인·단체등,정상,운영
금천구,아름누리어린이집,민간,정상,운영
금천구,소망어린이집,법인·단체등,정상,운영
금천구,구립개미어린이집,국공립,정상,미운영
금천구,수호천사어린이집,민간,정상,운영
금천구,신광어린이집,민간,정상,미운영
금천구,청담어린이집,사회복지법인,정상,운영
금천구,사랑어린이집,민간,정상,운영
금천구,새서울어린이집,민간,휴지,운영
금천구,벽산타운사임당어린이집,가정,정상,미운영
금천구,구립은하수어린이집,국공립,정상,미운영
금천구,구립새길어린이집,국공립,정상,미운영
금천구,구립탑골어린이집,국공립,정상,미운영
금천구,주은어린이집,가정,휴지,운영
금천구,본동어린이집,민간,정상,운영
금천구,구립독산본동어린이집,국공립,정상,미운영
금천구,예솔어린이집,가정,정상,미운영
금천구,구립독산1동어린이집,국공립,정상,운영
금천구,구립시흥5동어린이집,국공립,정상,미운영
금천구,늘사랑어린이집,가정,정상,미운영
금천구,구립가산어린이집,국공립,정상,미운영
금천구,정어린이집,가정,정상,미운영
금천구,은혜어린이집,민간,정상,미운영
금천구,벽산어린이집,가정,정상,운영
금천구,구립유쉘어린이집,국공립,정상,미운영
금천구,생명어린이집,민간,정상,운영
금천구,물빛사랑어린이집,가정,정상,운영
금천구,엘림어린이집,민간,정상,운영
금천구,구립정심어린이집,국공립,정상,미운영
금천구,아이사랑가정어린이집,가정,정상,운영
금천구,구립꼬꼬어린이집,국공립,정상,미운영
금천구,키즈스마일어린이집,가정,정상,운영
금천구,구립금주어린이집,국공립,정상,미운영
금천구,천사어린이집,민간,휴지,
금천구,남문 어린이집,법인·단체등,정상,운영
금천구,모아래근로복지공단어린이집,법인·단체등,정상,운영
금천구,구립동산어린이집,국공립,정상,미운영
금천구,해누리어린이집,가정,정상,운영
금천구,꿈동산 어린이집,법인·단체등,정상,미운영
금천구,꾸러기어린이집,민간,정상,운영
금천구,송이어린이집,가정,정상,미운영
금천구,예쁜씨앗어린이집,가정,정상,운영
금천구,둘리어린이집,민간,정상,운영
금천구,둥지어린이집,민간,정상,운영
금천구,연세어린이집,민간,정상,운영
금천구,리틀영재어린이집,민간,정상,미운영
금천구,기독어린이집,법인·단체등,정상,운영
금천구,내또래어린이집,가정,정상,미운영
금천구,엔젤어린이집,민간,정상,미운영
금천구,구립유나어린이집,국공립,정상,미운영
금천구,구립또래어린이집,국공립,정상,미운영
금천구,구립예담어린이집,국공립,정상,미운영
금천구,한솔키즈빌어린이집,민간,정상,운영
금천구,다슬어린이집,민간,재개,미운영
금천구,자연유아어린이집,민간,정상,운영
금천구,시흥삐아제어린이집,민간,정상,운영
금천구,동화나라어린이집,민간,정상,운영
금천구,한울아트스쿨어린이집,민간,정상,운영
금천구,행복한어린이집,민간,정상,운영
금천구,관인 큰돌 몬테소리 어린이집,민간,정상,운영
금천구,구립우리어린이집,국공립,정상,운영
금천구,새라어린이집,민간,정상,운영
금천구,샛별어린이집,민간,정상,운영
금천구,구립예람어린이집,국공립,정상,미운영
금천구,예뜰창의어린이집,민간,정상,운영
금천구,청솔어린이집,민간,정상,운영
금천구,애경어린이집,민간,정상,운영
금천구,황성영재어린이집,민간,정상,운영
금천구,헨젤과그레텔어린이집,가정,휴지,미운영
금천구,야호어린이집,가정,정상,미운영
금천구,시흥어린이집,민간,정상,운영
금천구,구립벽산에덴어린이집,국공립,정상,미운영
금천구,행복한에덴어린이집,가정,정상,미운영
금천구,코보어린이집,가정,정상,운영
금천구,동심어린이집,민간,정상,운영
금천구,다솜어린이집,가정,정상,운영
금천구,구립예본몬테소리어린이집,국공립,정상,미운영
금천구,이드어린이집,민간,휴지,운영
금천구,에덴어린이집,민간,정상,운영
금천구,세광어린이집,법인·단체등,정상,운영
금천구,구립싱글벙글어린이집,국공립,정상,미운영
금천구,샤론어린이집,민간,정상,운영
금천구,꽃동산 어린이집,민간,정상,운영
금천구,두산어린이집,가정,휴지,미운영
금천구,삐아제 육아박사어린이집,민간,휴지,운영
금천구,구립독산한신사임당어린이집,국공립,정상,미운영
금천구,한신붕붕어린이집,가정,정상,미운영
금천구,작은천사어린이집,가정,정상,미운영
금천구,백합어린이집,가정,정상,미운영
금천구,하은어린이집,가정,재개,미운영
금천구,예원어린이집,가정,정상,운영
금천구,꼬마정원어린이집,가정,정상,미운영
금천구,세광방과후교실,법인·단체등,정상,미운영
금천구,구립봄샘어린이집,국공립,정상,운영
금천구,한우리어린이집,민간,정상,미운영
금천구,솜사탕어린이집,가정,정상,운영
금천구,즐거운Happy어린이집,가정,정상,미운영
금천구,푸르미어린이집,민간,휴지,운영
금천구,지성어린이집,민간,정상,운영
금천구,아가페어린이집,가정,정상,미운영
금천구,LG전자 어린이집,직장,정상,미운영
금천구,물빛어린이집,가정,정상,운영
금천구,구립하늘빛어린이집,국공립,정상,미운영
금천구,제일교회 방과후교실,법인·단체등,정상,미운영
금천구,아가페사랑어린이집,가정,정상,운영
금천구,새가산어린이집,법인·단체등,정상,운영
금천구,푸른솔어린이집,민간,정상,운영
금천구,늘푸른어린이집,가정,정상,운영
금천구,미소천사어린이집,민간,정상,미운영
금천구,구립솔지어린이집,국공립,정상,미운영
금천구,키즈맘어린이집,가정,정상,운영
금천구,지혜어린이집,가정,정상,운영
금천구,애기똥풀어린이집,민간,정상,운영
금천구,예사랑어린이집,가정,정상,미운영
금천구,새하나어린이집,가정,정상,운영
금천구,열매어린이집,민간,정상,운영
금천구,구립시흥4동어린이집,국공립,정상,미운영
금천구,꼬마햇님어린이집,가정,정상,미운영
금천구,엄마사랑어린이집,가정,정상,미운영
금천구,청아어린이집,가정,휴지,미운영
금천구,예화어린이집,가정,재개,미운영
금천구,현대키즈어린이집,가정,정상,미운영
금천구,산돌어린이집,민간,정상,운영
금천구,구립화목한어린이집,국공립,정상,미운영
금천구,향기어린이집,가정,정상,운영
금천구,엔젤키즈어린이집,가정,정상,미운영
금천구,나무와숲어린이집,가정,정상,미운영
금천구,새애경어린이집,가정,휴지,미운영
금천구,구립꿈나래어린이집,국공립,정상,미운영
금천구,금나래어린이집,직장,정상,미운영
금천구,금천이레어린이집,가정,정상,미운영
금천구,구립도로시몬테소리어린이집,국공립,정상,미운영
금천구,구립아이뜰어린이집,국공립,정상,미운영
금천구,천사어린이집,가정,정상,미운영
금천구,참행복한어린이집,가정,정상,미운영
금천구,해가온어린이집,가정,정상,미운영
금천구,봄빛가득한어린이집,가정,정상,미운영
금천구,힐스테이트사임당어린이집,가정,정상,미운영
금천구,숲속어린이집,가정,정상,미운영
금천구,마리오아울렛어린이집,직장,정상,미운영
금천구,이랜드코코몽 어린이집,직장,정상,미운영
금천구,구립라온어린이집,국공립,정상,미운영
금천구,구립해야해야어린이집,국공립,정상,미운영
금천구,신나는공동육아어린이집,협동,정상,미운영
금천구,서울디지털직장어린이집,직장,정상,미운영
금천구,구립새롬어린이집,국공립,정상,미운영
금천구,구립한빛어린이집,국공립,정상,미운영
금천구,구립튼튼이어린이집,국공립,정상,미운영
금천구,구립도담어린이집,국공립,정상,미운영
금천구,구립새싹어린이집,국공립,정상,미운영
금천구,구립올고운어린이집,국공립,정상,미운영
금천구,구립금하새빛어린이집,국공립,정상,미운영
금천구,구립독산2동어린이집,국공립,정상,미운영
금천구,금천G밸리어린이집,직장,정상,미운영
금천구,구립아람어린이집,국공립,정상,미운영
금천구,구립별솔어린이집,국공립,정상,미운영
금천구,구립늘채움어린이집,국공립,정상,
금천구,키움어린이집,가정,정상,미운영
금천구,구립남서울힐스테이트어린이집,국공립,정상,미운영
금천구,미쁘어린이집,가정,정상,
금천구,지밸리경협어린이집,직장,정상,미운영
금천구,구립롯데금빛어린이집,국공립,정상,미운영
금천구,별찌어린이집,가정,정상,미운영
금천구,캐슬아이어린이집,민간,정상,미운영
금천구,구립우솔어린이집,국공립,정상,
노원구,노원어린이집,국공립,정상,운영
노원구,은나래어린이집,국공립,정상,미운영
노원구,하계어린이집,국공립,정상,운영
노원구,상계4동어린이집,국공립,정상,미운영
노원구,중계어린이집,국공립,정상,미운영
노원구,신나는어린이집,국공립,정상,미운영
노원구,한내어린이집,국공립,정상,미운영
노원구,노원구청직장어린이집,직장,정상,미운영
노원구,평화어린이집,국공립,정상,미운영
노원구,늘푸른어린이집,국공립,정상,미운영
노원구,아가랑어린이집,국공립,정상,미운영
노원구,월계2동어린이집,국공립,정상,미운영
노원구,상계2동어린이집,국공립,정상,미운영
노원구,월계1동어린이집,국공립,정상,미운영
노원구,월계3동어린이집,국공립,정상,미운영
노원구,중계4동어린이집,국공립,정상,미운영
노원구,초록어린이집,국공립,정상,운영
노원구,미리내어린이집,국공립,정상,미운영
노원구,꿈빛어린이집,국공립,정상,미운영
노원구,합동마을어린이집,국공립,정상,운영
노원구,마들어린이집,국공립,정상,미운영
노원구,북부어린이집,사회복지법인,정상,미운영
노원구,보람어린이집,국공립,정상,미운영
노원구,한국원자력의학원어린이집,직장,정상,미운영
노원구,공릉어린이집,국공립,정상,미운영
노원구,상계어린이집,국공립,정상,미운영
노원구,아이뜰어린이집,민간,정상,운영
노원구,미광어린이집,민간,정상,운영
노원구,리틀어린이집,민간,정상,운영
노원구,푸르니어린이집,민간,정상,운영
노원구,호호어린이집,민간,정상,미운영
노원구,비선어린이집,민간,정상,미운영
노원구,하계사임당어린이집,민간,정상,운영
노원구,삼창어린이집,민간,정상,운영
노원구,서울여자대학교부속어린이집,민간,정상,미운영
노원구,화랑어린이집,민간,정상,운영
노원구,교육촌어린이집,민간,정상,운영
노원구,엘림어린이집,민간,정상,운영
노원구,푸른숲어린이집,민간,정상,운영
노원구,풍림어린이집,민간,정상,미운영
노원구,예뜨랑어린이집,민간,정상,운영
노원구,삼일어린이집,민간,정상,운영
노원구,참사랑어린이집,민간,정상,운영
노원구,희망나래어린이집,민간,정상,운영
노원구,미키미니어린이집,민간,정상,미운영
노원구,청구어린이집,민간,정상,운영
노원구,서머힐어린이집,국공립,정상,미운영
노원구,상계삼성어린이집,민간,정상,미운영
노원구,샬롬어린이집,민간,정상,운영
노원구,홍익어린이집,민간,정상,운영
노원구,꿈동산어린이집,민간,정상,운영
노원구,서울영신어린이집,민간,정상,운영
노원구,중계1동어린이집,국공립,정상,미운영
노원구,에덴어린이집,민간,재개,운영
노원구,동광어린이집,민간,정상,운영
노원구,순복음어린이집,민간,정상,운영
노원구,청은어린이집,민간,정상,운영
노원구,열린삐아제어린이집,민간,정상,운영
노원구,품속어린이집,민간,정상,운영
노원구,엔젤음악속어린이집,민간,정상,미운영
노원구,성광어린이집,민간,정상,운영
노원구,프뢰벨슐레어린이집,민간,정상,운영
노원구,따라들채어린이집,가정,정상,미운영
노원구,주나어린이집,민간,정상,운영
노원구,예대어린이집,민간,정상,운영
노원구,향기어린이집,민간,정상,운영
노원구,아트성광어린이집,민간,정상,미운영
노원구,청암아이들세상어린이집,민간,정상,운영
노원구,꿈꾸는어린이집,가정,휴지,미운영
노원구,한국성서대학교어린이집,민간,정상,미운영
노원구,대림어린이집,민간,정상,운영
노원구,온누리어린이집,민간,정상,미운영
노원구,소명어린이집,민간,정상,운영
노원구,마하연꽃어린이집,민간,정상,운영
노원구,학림어린이집,민간,정상,운영
노원구,우정어린이집,가정,정상,미운영
노원구,솔로몬어린이집,민간,정상,운영
노원구,다정어린이집,민간,정상,운영
노원구,뽀뽀뽀어린이집,민간,정상,미운영
노원구,행복이가득한어린이집,민간,정상,운영
노원구,다솜어린이집,민간,정상,운영
노원구,공동육아통통어린이집,협동,정상,미운영
노원구,꿈나무상계어린이집,민간,정상,운영
노원구,나래어린이집,가정,정상,미운영
노원구,진솔어린이집,가정,정상,미운영
노원구,아기사랑어린이집,국공립,정상,미운영
노원구,태릉어린이집,국공립,정상,미운영
노원구,현대해바라기어린이집,가정,정상,미운영
노원구,큰빛어린이집,가정,재개,미운영
노원구,공릉2동어린이집,국공립,정상,미운영
노원구,아장아장어린이집,가정,정상,미운영
노원구,새싹꿈터어린이집,가정,정상,미운영
노원구,이화어린이집,가정,정상,미운영
노원구,꼬마성어린이집,가정,정상,미운영
노원구,월계키즈어린이집,가정,휴지,미운영
노원구,작은별어린이집,가정,정상,미운영
노원구,똑똑이어린이집,국공립,정상,미운영
